ID,Ejercicio,Ramo,Siniestro,Fecha de ocurrencia,Fecha de derivacion,Suma asegurada,Ajuste,Accesorios,Tope de suma asegurada,Agencia,Marca de la unidad,Modelo de la unidad,Modelo / Año,Indemnizacion,MT indem - MT aseg,Fecha de pago
1898,98,4,234997,4/12/2021,4/17/2021 12:00:00 a. m.,1012000,20,50000,1274400,MORON,CITROEN,CITROEN BERLINGO MULTISPACE 1.6 I SX PACK,2013,"1.186.600,00",174600,5/21/2021 12:00:00 a. m.
1899,98,4,235028,4/7/2021,4/14/2021 12:00:00 a. m.,1000000,20,0,1200000,AVELLANEDA,RENAULT,RENAULT MASTER LARGO TD 2.8 A/A AB,2004,"1.045.000,00",45000,6/15/2021 12:00:00 a. m.
1900,98,4,235119,4/12/2021,5/5/2021 12:00:00 a. m.,957000,20,40000,1196400,QUILMES,CITROEN,CITROEN C 3 AIRCROSS 1.6 I SX HIGH TECH,2012,"1.080.000,00",123000,5/19/2021 12:00:00 a. m.
1901,98,4,235149,4/12/2021,4/14/2021 12:00:00 a. m.,1150000,10,0,1265000,BUENOS AIRES,CHEVROLET,CHEVROLET ONIX 1.4 LTZ L/17,2018,"1.205.000,00",55000,6/2/2021 12:00:00 a. m.
1902,98,4,235253,4/13/2021,4/14/2021 12:00:00 a. m.,62660,20,2800,78552,MARTINEZ,FORD,FORD F-100 4 CIL,1983,"410.000,00",347340,5/21/2021 12:00:00 a. m.
1903,98,4,235257,4/12/2021,5/14/2021 12:00:00 a. m.,610000,20,0,732000,SAN MARTIN,CHEVROLET,CHEVROLET CLASSIC 1.4 4 PTAS. LS PACK,2016,"732.000,00",122000,8/18/2021 12:00:00 a. m.
1904,98,4,235285,4/12/2021,4/27/2021 12:00:00 a. m.,561600,30,0,730080,SAN MARTIN,FIAT,FIAT UNO 1.4 5 PTAS. ATTRACTIVE CASUAL,2011,"700.000,00",138400,6/14/2021 12:00:00 a. m.
1905,98,4,235466,4/11/2021,4/14/2021 12:00:00 a. m.,719400,10,0,791340,MARTINEZ,PEUGEOT,PEUGEOT 207 COMPACT 1.6 5 P XS,2009,"714.000,00",-5400,6/4/2021 12:00:00 a. m.
1906,98,4,235611,4/13/2021,4/14/2021 12:00:00 a. m.,1056000,20,0,1267200,ROSARIO,FORD,FORD FIESTA 1.6 5 P S (KD),2015,"1.076.000,00",20000,5/31/2021 12:00:00 a. m.
1907,98,4,235637,4/12/2021,4/19/2021 12:00:00 a. m.,1310000,20,0,1572000,QUILMES,TOYOTA,TOYOTA ETIOS 1.5 5 PTAS. PLATINUM 4AT L/18,2018,"1.572.200,00",262200,4/29/2021 12:00:00 a. m.
1908,98,4,235642,4/9/2021,4/16/2021 12:00:00 a. m.,634700,30,40000,877110,CORDOBA,VOLKSWAGEN,VW GOL TREND 1.6 5 P. PACK I PLUS,2011,"708.600,00",73900,6/4/2021 12:00:00 a. m.
1909,98,4,235692,4/12/2021,5/13/2021 12:00:00 a. m.,730000,20,50000,936000,CASA MATRIZ,RENAULT,RENAULT KANGOO CONFORT 1.6 CD SVT 1 PL,2009,"780.000,00",50000,6/3/2021 12:00:00 a. m.
1910,98,4,235737,4/11/2021,4/14/2021 12:00:00 a. m.,1419000,20,0,1702800,AVELLANEDA,PEUGEOT,PEUGEOT 208 1.5 ALLURE TOUCHSCREEN,2016,"1.490.000,00",71000,5/12/2021 12:00:00 a. m.
1911,98,4,235916,4/12/2021,4/27/2021 12:00:00 a. m.,1265000,30,0,1644500,AVELLANEDA,FORD,FORD FOCUS L/16 1.6 4 P S,2016,"1.400.000,00",135000,6/9/2021 12:00:00 a. m.
1912,98,4,235961,4/12/2021,4/30/2021 12:00:00 a. m.,1750000,20,0,2100000,QUILMES,MERCEDES BENZ,M.BENZ SPRINTER 413 MINIBUS 4025 19+1,2008,"1.843.000,00",93000,5/15/2021 12:00:00 a. m.
1913,98,4,236372,4/12/2021,4/28/2021 12:00:00 a. m.,825000,20,0,990000,MORON,PEUGEOT,PEUGEOT PARTNER 1.6 HDI PRESENCE PLC L/10,2012,"870.000,00",45000,6/14/2021 12:00:00 a. m.
1914,98,4,236477,4/7/2021,7/25/2021 12:00:00 a. m.,935000,40,0,1309000,QUILMES,PEUGEOT,PEUGEOT PARTNER 1.6 HDI CONFORT PLC AB L10,2011,"960.000,00",25000,9/23/2021 12:00:00 a. m.
1915,98,4,236607,4/8/2021,4/16/2021 12:00:00 a. m.,512600,20,0,615120,AVELLANEDA,VOLKSWAGEN,VW GOL 1.4 3 P POWER,2013,"580.000,00",67400,6/3/2021 12:00:00 a. m.
1916,98,4,236980,4/13/2021,4/15/2021 12:00:00 a. m.,698500,20,0,838200,MARTINEZ,VOLKSWAGEN,VW SURAN 1.6 HIGHLINE L/10 I MOT,2011,"820.000,00",121500,5/18/2021 12:00:00 a. m.
1917,98,4,236993,4/14/2021,4/15/2021 12:00:00 a. m.,453000,20,0,543600,MARTINEZ,FIAT,FIAT FIORINO FURGON FIRE,2006,"543.600,00",90600,6/4/2021 12:00:00 a. m.
1918,98,4,237186,4/14/2021,6/14/2021 12:00:00 a. m.,1170000,20,0,1404000,SAN MARTIN,PEUGEOT,PEUGEOT BOXER 2.8 HDI FURGON 350 MH,2008,"1.404.000,00",234000,6/23/2021 12:00:00 a. m.
1919,98,4,237190,4/13/2021,4/15/2021 12:00:00 a. m.,423500,20,0,508200,MONTE GRANDE,CHEVROLET,CHEVROLET CORSA GL 1.6 3P.A/A DH,2007,"451.000,00",27500,5/20/2021 12:00:00 a. m.
1920,98,4,237290,4/13/2021,4/28/2021 12:00:00 a. m.,616000,20,0,739200,MORON,FIAT,FIAT FIORINO FURGON FIRE,2011,"700.000,00",84000,12/1/2021 12:00:00 a. m.
1921,98,4,237316,4/13/2021,5/15/2021 12:00:00 a. m.,2000000,20,400000,2880000,QUILMES,MERCEDES BENZ,M.BENZ L 1941-56,1994,"2.880.000,00",880000,6/15/2021 12:00:00 a. m.
1922,98,4,237546,4/14/2021,4/16/2021 12:00:00 a. m.,1377200,20,0,1652640,EXT.CASA MATRIZ,PEUGEOT,PEUGEOT 308 1.6 SPORT TIP,2014,"1.400.000,00",22800,5/7/2021 12:00:00 a. m.
1923,98,4,237668,4/14/2021,4/16/2021 12:00:00 a. m.,620000,20,0,744000,EXT.CASA MATRIZ,PEUGEOT,PEUGEOT 207 COMPACT SW 2.0 XT HDI,2010,"744.000,00",124000,5/21/2021 12:00:00 a. m.
1924,98,4,237745,4/14/2021,4/16/2021 12:00:00 a. m.,1865600,20,0,2238720,BUENOS AIRES,HYUNDAI,HYUNDAI H1 12 PAS FULL,2012,"2.238.720,00",373120,6/28/2021 12:00:00 a. m.
1925,98,4,237973,4/14/2021,5/19/2021 12:00:00 a. m.,1243000,20,65000,1569600,MORON,FIAT,FIAT FIORINO FURGON 1.4 EVO TOP,2019,"1.569.600,00",326600,7/8/2021 12:00:00 a. m.
1926,98,4,237978,4/15/2021,4/16/2021 12:00:00 a. m.,627000,20,0,752400,RIO NEGRO,FORD,FORD ECO SPORT 1.6 XLS,2007,"635.000,00",8000,6/8/2021 12:00:00 a. m.
1927,98,4,238073,4/15/2021,4/16/2021 12:00:00 a. m.,507100,20,0,608520,CASA MATRIZ,RENAULT,RENAULT MEGANE II 1.6 EXPRESSION,2007,"470.000,00",-37100,5/10/2021 12:00:00 a. m.
1928,98,4,238101,4/14/2021,4/27/2021 12:00:00 a. m.,832700,30,120000,1238510,EXT.CASA MATRIZ,VOLKSWAGEN,VW BORA 2.0 TRENDLINE L/07,2007,"900.000,00",67300,6/3/2021 12:00:00 a. m.
1929,98,4,238288,4/14/2021,4/16/2021 12:00:00 a. m.,1700000,20,0,2040000,EXT.CASA MATRIZ,JEEP,JEEP RENEGADE 1.8 SPORT 4X2,2017,"2.040.000,00",340000,11/23/2021 12:00:00 a. m.
1930,98,4,238305,4/14/2021,4/16/2021 12:00:00 a. m.,1376300,20,0,1651560,BUENOS AIRES,PEUGEOT,PEUGEOT 3008 PREMIUM PLUS TIPTRONIC,2011,"1.445.000,00",68700,7/2/2021 12:00:00 a. m.
1931,98,4,238473,4/14/2021,4/23/2021 12:00:00 a. m.,500500,20,0,600600,SAN MARTIN,PEUGEOT,PEUGEOT 206 X-LINE 1.9 5 PTAS.,2006,"500.000,00",-500,8/3/2021 12:00:00 a. m.
1932,98,4,238546,4/14/2021,7/8/2021 12:00:00 a. m.,632500,10,0,695750,MORON,CITROEN,CITROEN C 4 2.0 HDI EXCLUSIVE,2007,"620.000,00",-12500,9/6/2021 12:00:00 a. m.
1933,98,4,238571,4/14/2021,4/20/2021 12:00:00 a. m.,737000,30,0,958100,MORON,CITROEN,CITROEN BERLINGO FURGON 1.6 HDI,2010,"790.000,00",53000,10/28/2021 12:00:00 a. m.
1934,98,4,238816,4/14/2021,5/3/2021 12:00:00 a. m.,512000,20,0,614400,MENDOZA,VOLKSWAGEN,VW BORA 1.9 TDI COMFORTLINE,2004,"512.000,00",0,7/5/2021 12:00:00 a. m.
1935,98,4,238868,4/14/2021,5/11/2021 12:00:00 a. m.,324500,20,0,389400,MENDOZA,HONDA,HONDA CIVIC LX 1.6 MT,2000,"324.500,00",0,7/28/2021 12:00:00 a. m.
1936,98,4,238879,4/14/2021,4/19/2021 12:00:00 a. m.,1058200,20,0,1269840,AVELLANEDA,VOLKSWAGEN,VW VENTO 1.9 TDI 105 HP ADVANCE,2010,"1.160.000,00",101800,6/2/2021 12:00:00 a. m.
1937,98,4,238996,4/12/2021,4/26/2021 12:00:00 a. m.,500000,20,70000,684000,SAN MARTIN,RENAULT,RENAULT SANDERO 1.6 PACK 8V,2010,"650.000,00",150000,6/17/2021 12:00:00 a. m.
1938,98,4,239081,4/14/2021,6/2/2021 12:00:00 a. m.,8195000,20,0,9834000,QUILMES,MERCEDES BENZ,M.BENZ E 400 4 MATIC,2017,"4.300.000,00",-3895000,6/18/2021 12:00:00 a. m.
1939,98,4,239106,4/15/2021,4/27/2021 12:00:00 a. m.,742500,20,0,891000,SAN MARTIN,FORD,FORD FOCUS 2.0 16V TREND 5 P. PLUS,2009,"781.000,00",38500,5/13/2021 12:00:00 a. m.
1940,98,4,239120,4/15/2021,4/21/2021 12:00:00 a. m.,580000,20,7000,704400,CORDOBA,CHEVROLET,CHEVROLET CLASSIC 1.4 4 PTAS. LT SPIRIT,2012,"670.000,00",90000,5/14/2021 12:00:00 a. m.
1941,98,4,239172,4/15/2021,5/3/2021 12:00:00 a. m.,847000,20,0,1016400,MORON,TOYOTA,TOYOTA COROLLA 1.8 XEI L/08,2009,"847.000,00",0,5/10/2021 12:00:00 a. m.
1942,98,4,239225,4/14/2021,4/27/2021 12:00:00 a. m.,1150000,20,0,1380000,SAN MARTIN,FORD,FORD F-100 3.9 TDI XL,2003,"1.380.000,00",230000,5/14/2021 12:00:00 a. m.
1943,98,4,239230,4/15/2021,4/29/2021 12:00:00 a. m.,741400,30,90000,1080820,MORON,FIAT,FIAT QUBO FIORINO 1.4 DYNAMIC,2012,"960.000,00",218600,5/18/2021 12:00:00 a. m.
1944,98,4,239237,4/16/2021,4/19/2021 12:00:00 a. m.,748000,20,0,897600,MARTINEZ,AUDI,AUDI A4 1.9 TDI 130 HP,2002,"685.000,00",-63000,7/26/2021 12:00:00 a. m.
1945,98,4,239377,4/16/2021,4/22/2021 12:00:00 a. m.,649000,20,30000,814800,QUILMES,FORD,FORD RANGER XL 2.5 TDI,1998,"810.000,00",161000,8/19/2021 12:00:00 a. m.
1946,98,4,239450,4/16/2021,4/19/2021 12:00:00 a. m.,520000,20,0,624000,AVELLANEDA,CITROEN,CITROEN C 3 1.4 I SX L/N,2008,"550.000,00",30000,6/11/2021 12:00:00 a. m.
1947,98,4,239455,4/15/2021,4/19/2021 12:00:00 a. m.,564300,99,0,564300,BUENOS AIRES,RENAULT,RENAULT SCENIC 2 2.0 RXE PRIVILEGE AUT,2005,"564.300,00",0,7/13/2021 12:00:00 a. m.
1948,98,4,239517,4/15/2021,4/23/2021 12:00:00 a. m.,940000,20,0,1128000,MORON,TOYOTA,TOYOTA HILUX 3.0 C/S 4X4 D DX,2003,"1.128.000,00",188000,7/19/2021 12:00:00 a. m.
1949,98,4,239528,4/15/2021,5/6/2021 12:00:00 a. m.,451000,20,0,541200,MARTINEZ,PEUGEOT,PEUGEOT 206 XRD 1.9 3 PTAS. AA,1999,"343.000,00",-108000,6/10/2021 12:00:00 a. m.
1950,98,4,239557,4/15/2021,4/24/2021 12:00:00 a. m.,960000,20,65000,1230000,MORON,RENAULT,RENAULT KANGOO 2 1.6 AUTHEN. PLUS 2 PL L/14,2016,"1.220.000,00",260000,5/21/2021 12:00:00 a. m.
1951,98,4,239589,4/11/2021,4/24/2021 12:00:00 a. m.,698500,30,90000,1025050,MORON,FORD,FORD ECO SPORT 1.4 TDCI XLS L/07,2009,"790.000,00",91500,9/24/2021 12:00:00 a. m.
1952,98,4,239622,4/15/2021,5/26/2021 12:00:00 a. m.,1309000,10,0,1439900,MORON,PEUGEOT,PEUGEOT 208 1.6 16V ALLURE,2018,"1.439.000,00",130000,6/10/2021 12:00:00 a. m.
1953,98,4,239655,4/16/2021,4/24/2021 12:00:00 a. m.,875000,20,0,1050000,MORON,CHEVROLET,CHEVROLET ONIX LT 1.4 N,2016,"1.050.000,00",175000,5/20/2021 12:00:00 a. m.
1954,98,4,239685,4/12/2021,4/20/2021 12:00:00 a. m.,484000,20,0,580800,CORDOBA,CHEVROLET,CHEVROLET MERIVA 1.7 GLS TD,2007,"580.800,00",96800,10/20/2021 12:00:00 a. m.
1955,98,4,239824,4/15/2021,4/19/2021 12:00:00 a. m.,775000,10,0,852500,MONTE GRANDE,FIAT,FIAT PALIO 1.4 5 P. FIRE L/14 CONFORT SE,2016,"775.000,00",0,7/2/2021 12:00:00 a. m.
1956,98,4,240020,4/16/2021,4/30/2021 12:00:00 a. m.,962500,20,0,1155000,MORON,RENAULT,RENAULT KANGOO 2 1.5 D SPORTWAY 2 PLC,2013,"940.000,00",-22500,5/19/2021 12:00:00 a. m.
1957,98,4,240028,4/17/2021,6/7/2021 12:00:00 a. m.,399300,30,35000,564590,BUENOS AIRES,CHEVROLET,CHEVROLET CORSA 1.4 4 P GLS L/09 (CLASSIC),2009,"490.000,00",90700,9/6/2021 12:00:00 a. m.
1958,98,4,240055,4/14/2021,4/23/2021 12:00:00 a. m.,440000,20,0,528000,CASA MATRIZ,RENAULT,RENAULT MEGANE 2 RN 4P.,2005,"360.000,00",-80000,7/6/2021 12:00:00 a. m.
1959,98,4,240214,4/15/2021,4/20/2021 12:00:00 a. m.,2640000,20,101000,3289200,LOMAS DE ZAMORA,TOYOTA,TOYOTA HILUX L/12 3.0 DC 4X4 TDI SR,2014,"3.000.000,00",360000,6/3/2021 12:00:00 a. m.
1960,98,4,240309,4/17/2021,4/20/2021 12:00:00 a. m.,544500,20,0,653400,MARTINEZ,CHEVROLET,CHEVROLET ASTRA II GL 2.0 5 PTAS.,2005,"544.500,00",0,5/20/2021 12:00:00 a. m.
1961,98,4,240371,4/15/2021,4/20/2021 12:00:00 a. m.,1309000,20,0,1570800,AVELLANEDA,PEUGEOT,PEUGEOT 208 1.5 ALLURE TOUCHSCREEN,2015,"1.309.000,00",0,5/14/2021 12:00:00 a. m.
1962,98,4,240447,4/16/2021,8/5/2021 12:00:00 a. m.,522500,20,0,627000,MISIONES,RENAULT,RENAULT LOGAN 1.6 8V AUTHENTIQUE PACK I,2012,"627.000,00",104500,8/5/2021 12:00:00 a. m.
1963,98,4,240559,4/16/2021,4/27/2021 12:00:00 a. m.,1485000,20,0,1782000,SAN MARTIN,CHEVROLET,CHEVROLET CRUZE 1.4 LT,2016,"1.746.000,00",261000,5/7/2021 12:00:00 a. m.
1964,98,4,240625,4/16/2021,5/4/2021 12:00:00 a. m.,1001000,20,0,1201200,MENDOZA,CHEVROLET,CHEVROLET PRISMA 1.4 LTZ L/13,2015,"1.030.000,00",29000,6/29/2021 12:00:00 a. m.
1965,98,4,240692,4/15/2021,4/29/2021 12:00:00 a. m.,500000,10,0,550000,MORON,PEUGEOT,PEUGEOT 206 X-LINE 1.4 3 PTAS.,2008,"550.000,00",50000,6/8/2021 12:00:00 a. m.
1966,98,4,240724,4/18/2021,4/30/2021 12:00:00 a. m.,2090000,20,0,2508000,MORON,CHEVROLET,CHEVROLET S10 2.8 TD 4X2 DC LT L/14,2016,"2.402.300,00",312300,5/7/2021 12:00:00 a. m.
1967,98,4,240809,4/18/2021,4/24/2021 12:00:00 a. m.,1122000,20,0,1346400,MORON,RENAULT,RENAULT DUSTER 2.0 4X2 LUXE NAV,2013,"1.293.000,00",171000,6/15/2021 12:00:00 a. m.
1968,98,4,240815,4/16/2021,5/13/2021 12:00:00 a. m.,484000,30,0,629200,MENDOZA,RENAULT,RENAULT CLIO 2 F2 1.5 5 P. PACK TD,2007,"510.000,00",26000,7/2/2021 12:00:00 a. m.
1969,98,4,240850,4/13/2021,4/29/2021 12:00:00 a. m.,462000,20,0,554400,MORON,CHEVROLET,CHEVROLET MERIVA GL 1.8,2007,"550.000,00",88000,6/18/2021 12:00:00 a. m.
1970,98,4,241268,4/18/2021,7/20/2021 12:00:00 a. m.,231000,20,58000,346800,AVELLANEDA,FORD,FORD ORION GLX 1.8,1996,"300.000,00",69000,7/21/2021 12:00:00 a. m.
1971,98,4,241278,4/16/2021,4/21/2021 12:00:00 a. m.,662200,20,50000,854640,MORON,VOLKSWAGEN,VW VOYAGE 1.6 4 PTAS. HIGHLINE,2011,"753.500,00",91300,5/21/2021 12:00:00 a. m.
1972,98,4,241325,4/15/2021,5/18/2021 12:00:00 a. m.,995500,20,0,1194600,QUILMES,VOLKSWAGEN,VW VENTO 2.0 TDI 140 HP ELEGANCE,2009,"1.194.600,00",199100,6/8/2021 12:00:00 a. m.
1973,98,4,241519,4/19/2021,4/24/2021 12:00:00 a. m.,580000,30,0,754000,MORON,CHEVROLET,CHEVROLET CLASSIC 1.4 4 PTAS. LT,2010,"626.750,00",46750,5/18/2021 12:00:00 a. m.
1974,98,4,241534,4/19/2021,4/20/2021 12:00:00 a. m.,462000,10,0,508200,BUENOS AIRES,CHEVROLET,CHEVROLET MERIVA GL 1.7 TD,2006,"500.000,00",38000,6/7/2021 12:00:00 a. m.
1975,98,4,241685,4/15/2021,4/20/2021 12:00:00 a. m.,2145000,30,0,2788500,AVELLANEDA,VOLKSWAGEN,VW AMAROK 2.0 TDI 4X4 D/C HIGHLINE PK,2010,"2.500.000,00",355000,5/11/2021 12:00:00 a. m.
1976,98,4,241833,4/13/2021,4/21/2021 12:00:00 a. m.,1000000,10,20000,1122000,BUENOS AIRES,KIA,KIA SORENTO EX 2.5 CRDI 170 HP AT FULL,2007,"1.100.000,00",100000,5/20/2021 12:00:00 a. m.
1977,98,4,241926,4/19/2021,4/29/2021 12:00:00 a. m.,580000,20,40000,744000,MORON,FORD,FORD ECO SPORT 1.6 XLS SEGURIDAD,2007,"736.000,00",156000,5/17/2021 12:00:00 a. m.
1978,98,4,241929,4/20/2021,4/24/2021 12:00:00 a. m.,900000,20,0,1080000,MORON,CHEVROLET,CHEVROLET ONIX LT 1.4 N,2017,"1.080.000,00",180000,5/26/2021 12:00:00 a. m.
1979,98,4,241970,4/18/2021,4/21/2021 12:00:00 a. m.,583000,20,0,699600,MARTINEZ,CHEVROLET,CHEVROLET AVEO 1.6 LT,2010,"660.000,00",77000,5/14/2021 12:00:00 a. m.
1980,98,4,242068,4/19/2021,4/30/2021 12:00:00 a. m.,806300,20,0,967560,MORON,PEUGEOT,PEUGEOT 207 COMPACT SW 1.6 XS,2011,"870.000,00",63700,10/20/2021 12:00:00 a. m.
1981,98,4,242083,4/15/2021,4/21/2021 12:00:00 a. m.,1650000,20,0,1980000,AVELLANEDA,BMW,BMW 120 I SERIE 1,2009,"1.760.000,00",110000,8/3/2021 12:00:00 a. m.
1982,98,4,242141,4/19/2021,4/21/2021 12:00:00 a. m.,394900,10,60000,500390,M.DEL P.-ABYS,VOLKSWAGEN,VW GOL 1.6 3 P. COMFORTLINE LN AB,2007,"491.890,00",96990,5/20/2021 12:00:00 a. m.
1983,98,4,242184,4/18/2021,4/21/2021 12:00:00 a. m.,315700,20,0,378840,MARTINEZ,RENAULT,RENAULT TWINGO EASY PACK2 A/A DH,2001,"378.840,00",63140,5/26/2021 12:00:00 a. m.
1984,98,4,242211,4/18/2021,5/5/2021 12:00:00 a. m.,481800,20,0,578160,QUILMES,CHEVROLET,CHEVROLET CORSA 1.6 4 P GL AA SUPER (CLASSIC),2007,"470.000,00",-11800,5/17/2021 12:00:00 a. m.
1985,98,4,242239,4/19/2021,4/22/2021 12:00:00 a. m.,1133000,99,0,1133000,CASA MATRIZ,FORD,FORD FIESTA 1.6 5 P TITANIUM L/14 (KD),2013,"1.133.000,00",0,5/4/2021 12:00:00 a. m.
1986,98,4,242242,4/19/2021,4/29/2021 12:00:00 a. m.,536900,10,0,590590,MORON,VOLKSWAGEN,VW SURAN 1.9 SDI COMFORTLINE,2009,"590.000,00",53100,6/15/2021 12:00:00 a. m.
1987,98,4,242326,4/18/2021,4/21/2021 12:00:00 a. m.,858000,20,0,1029600,BUENOS AIRES,VOLKSWAGEN,VW GOLF GTI 1.8T 180 HP 5 PTAS.,2006,"993.000,00",135000,5/19/2021 12:00:00 a. m.
1988,98,4,242697,4/16/2021,4/27/2021 12:00:00 a. m.,1243000,20,0,1491600,AVELLANEDA,DODGE,DODGE JOURNEY 2.7 RT,2010,"1.490.000,00",247000,6/22/2021 12:00:00 a. m.
1989,98,4,242799,4/20/2021,4/21/2021 12:00:00 a. m.,680000,30,0,884000,AVELLANEDA,FORD,FORD ECO SPORT 2.0 XLT 4WD (4X4),2005,"630.000,00",-50000,6/8/2021 12:00:00 a. m.
1990,98,4,243042,4/19/2021,4/23/2021 12:00:00 a. m.,1595000,20,0,1914000,SAN MARTIN,TOYOTA,TOYOTA HILUX L/N 3.0 D/C 4X2 TDI SRV,2006,"1.795.000,00",200000,5/20/2021 12:00:00 a. m.
1991,98,4,243249,4/14/2021,4/24/2021 12:00:00 a. m.,1529000,20,0,1834800,MORON,FORD,FORD RANGER XLS 3.0 TDI DC 4X2 L/10,2012,"1.697.000,00",168000,7/14/2021 12:00:00 a. m.
1992,98,4,243277,4/20/2021,4/30/2021 12:00:00 a. m.,1342000,20,0,1610400,AVELLANEDA,PEUGEOT,PEUGEOT 208 1.5 ALLURE,2015,"1.342.000,00",0,6/24/2021 12:00:00 a. m.
1993,98,4,243374,4/19/2021,4/29/2021 12:00:00 a. m.,1000000,10,0,1100000,SAN MARTIN,RENAULT,RENAULT SANDERO STEPWAY 1.6 PRIVILEGE,2013,"1.001.649,00",1649,5/13/2021 12:00:00 a. m.
1994,98,4,243404,4/16/2021,5/4/2021 12:00:00 a. m.,1200000,20,0,1440000,AVELLANEDA,CITROEN,CITROEN BERLINGO FURGON 1.6 HDI BUSINESS,2017,"1.300.000,00",100000,6/24/2021 12:00:00 a. m.
1995,98,4,243434,4/21/2021,4/29/2021 12:00:00 a. m.,467500,20,0,561000,MENDOZA,RENAULT,RENAULT CLIO 2 F2 1.2 3 PTAS. AUTHENTIQUE,2006,"467.500,00",0,9/10/2021 12:00:00 a. m.
1996,98,4,243435,4/15/2021,4/24/2021 12:00:00 a. m.,896500,20,0,1075800,MORON,HYUNDAI,HYUNDAI I 30 2.0 GLS SEGURIDAD PREMIUM,2010,"920.000,00",23500,5/28/2021 12:00:00 a. m.
1997,98,4,243614,4/20/2021,4/30/2021 12:00:00 a. m.,407000,20,50000,548400,MORON,CHEVROLET,CHEVROLET CORSA 1.6 3 P. CITY,2008,"470.000,00",63000,5/12/2021 12:00:00 a. m.
1998,98,4,243846,4/20/2021,5/18/2021 12:00:00 a. m.,1250000,30,0,1625000,SAN MARTIN,PEUGEOT,PEUGEOT 308 1.6 HDI FELINE,2013,"1.380.000,00",130000,7/30/2021 12:00:00 a. m.
1999,98,4,243851,4/16/2021,4/24/2021 12:00:00 a. m.,1128600,20,0,1354320,MORON,PEUGEOT,PEUGEOT 408 1.6 HDI FELINE,2012,"1.180.000,00",51400,5/19/2021 12:00:00 a. m.
2000,98,4,243980,4/19/2021,4/22/2021 12:00:00 a. m.,1188000,10,0,1306800,AVELLANEDA,FORD,FORD FIESTA 1.6 5 P TITANIUM L/14 (KD),2013,"1.292.000,00",104000,6/23/2021 12:00:00 a. m.
2001,98,4,244287,4/20/2021,4/22/2021 12:00:00 a. m.,1402500,20,0,1683000,BUENOS AIRES,RENAULT,RENAULT DUSTER 2.0 4X4 LUXE,2013,"1.450.000,00",47500,5/14/2021 12:00:00 a. m.
2002,98,4,244495,4/20/2021,5/20/2021 12:00:00 a. m.,704000,20,163680,1041216,MORON,PEUGEOT,PEUGEOT 307 2.0 5 P. XS HDI PREMIUM 110 HP,2008,"903.680,00",199680,8/12/2021 12:00:00 a. m.
2003,98,4,244496,4/22/2021,5/11/2021 12:00:00 a. m.,607200,20,55000,794640,MARTINEZ,CHEVROLET,CHEVROLET CLASSIC 1.4 4 PTAS. LS AA,2012,"662.200,00",55000,6/9/2021 12:00:00 a. m.
2004,98,4,244522,4/21/2021,4/23/2021 12:00:00 a. m.,2255000,20,20000,2730000,EXT.CASA MATRIZ,FORD,FORD RANGER XLT 3.2 TDI DC 4X2,2015,"2.600.000,00",345000,5/27/2021 12:00:00 a. m.
2005,98,4,244552,4/21/2021,5/4/2021 12:00:00 a. m.,630000,10,0,693000,ROSARIO,FORD,FORD RANGER XL 2.5,2000,"660.000,00",30000,9/28/2021 12:00:00 a. m.
2006,98,4,244591,4/21/2021,4/27/2021 12:00:00 a. m.,808000,20,0,969600,LOMAS DE ZAMORA,RENAULT,RENAULT KANGOO 2 1.5 D AUTHEN. 2 PLC PLUS,2010,"800.000,00",-8000,5/20/2021 12:00:00 a. m.
2007,98,4,244638,4/20/2021,4/23/2021 12:00:00 a. m.,500100,20,0,600120,AVELLANEDA,PEUGEOT,PEUGEOT 206 XT 2.0 5 PTAS HDI PREMIUM,2007,"540.000,00",39900,7/27/2021 12:00:00 a. m.
2008,98,4,244737,4/21/2021,4/23/2021 12:00:00 a. m.,2530000,20,0,3036000,BUENOS AIRES,BMW,BMW 118 I ACTIVE 5 P.,2013,"3.036.000,00",506000,7/12/2021 12:00:00 a. m.
2009,98,4,244753,4/20/2021,4/28/2021 12:00:00 a. m.,365200,20,0,438240,CORDOBA,VOLKSWAGEN,VW GOL 1.6 3 P POWER PLUS,2007,"365.200,00",0,5/13/2021 12:00:00 a. m.
2010,98,4,244863,4/22/2021,4/27/2021 12:00:00 a. m.,825000,30,0,1072500,MORON,PEUGEOT,PEUGEOT PARTNER 1.4 CONFORT PLC AB L/10,2012,"886.000,00",61000,5/19/2021 12:00:00 a. m.
2011,98,4,244929,4/22/2021,4/23/2021 12:00:00 a. m.,402000,20,0,482400,AVELLANEDA,RENAULT,RENAULT MEGANE II 1.6 CONFORT,2008,"480.000,00",78000,5/20/2021 12:00:00 a. m.
2012,98,4,245015,4/21/2021,4/26/2021 12:00:00 a. m.,781000,20,0,937200,MORON,CHEVROLET,CHEVROLET AGILE 1.4 LT L/14,2014,"860.100,00",79100,5/13/2021 12:00:00 a. m.
2013,98,4,245100,4/21/2021,5/15/2021 12:00:00 a. m.,795000,30,4000,1038700,QUILMES,VOLKSWAGEN,VW GOL 1.6 5 P TREND L/17,2018,"1.000.000,00",205000,6/9/2021 12:00:00 a. m.
2014,98,4,245150,4/20/2021,5/5/2021 12:00:00 a. m.,1390000,20,0,1668000,MARTINEZ,PEUGEOT,PEUGEOT 207 1.6 GTI 5 PTAS,2011,"1.400.000,00",10000,5/26/2021 12:00:00 a. m.
