ID,Ejercicio,Ramo,Siniestro,Fecha de ocurrencia,Fecha de derivacion,Suma asegurada,Ajuste,Accesorios,Tope de suma asegurada,Agencia,Marca de la unidad,Modelo de la unidad,Modelo / Año,Indemnizacion,MT indem - MT aseg,Fecha de pago
3646,99,4,60769,8/27/2021,9/10/2021 12:00:00 a. m.,918500,20,60000,1174200,QUILMES,CHEVROLET,CHEVROLET AGILE 1.4 5 PTAS. LT SPIRIT,2013,"901.000,00",-17500,9/29/2021 12:00:00 a. m.
3647,99,4,60895,8/25/2021,10/1/2021 12:00:00 a. m.,530000,20,0,636000,AVELLANEDA,FORD,FORD FOCUS AMBIENTE 1.6 8V 5 PTAS.,2005,"568.000,00",38000,10/18/2021 12:00:00 a. m.
3648,99,4,60981,8/26/2021,9/15/2021 12:00:00 a. m.,900100,20,0,1080120,QUILMES,CHEVROLET,CHEVROLET COBALT 1.8 LT,2014,"980.000,00",79900,9/30/2021 12:00:00 a. m.
3649,99,4,61025,8/25/2021,8/30/2021 12:00:00 a. m.,323400,20,0,388080,CASA MATRIZ,VOLKSWAGEN,VW GOL 1.6 MI 3PTAS. DUBLIN DH A/A PACK,2000,"388.080,00",64680,10/26/2021 12:00:00 a. m.
3650,99,4,61139,8/27/2021,8/30/2021 12:00:00 a. m.,577500,10,52000,692450,EXT.CASA MATRIZ,FORD,FORD FOCUS EDGE 1.6 8V 4 PTAS.,2005,"629.500,00",52000,9/14/2021 12:00:00 a. m.
3651,99,4,61276,8/26/2021,8/30/2021 12:00:00 a. m.,820600,20,0,984720,BUENOS AIRES,PEUGEOT,PEUGEOT 207 COMPACT 1.9 4 P. XS D,2009,"920.000,00",99400,10/15/2021 12:00:00 a. m.
3652,99,4,61529,8/27/2021,9/7/2021 12:00:00 a. m.,808500,20,45500,1024800,BUENOS AIRES,FORD,FORD F-100 6 CIL LUJO,1991,"1.015.500,00",207000,9/28/2021 12:00:00 a. m.
3653,99,4,61669,8/27/2021,9/2/2021 12:00:00 a. m.,950000,10,0,1045000,AVELLANEDA,PEUGEOT,PEUGEOT PARTNER 1.4 CONFORT PLC AB L/10,2014,"1.045.000,00",95000,9/30/2021 12:00:00 a. m.
3654,99,4,61681,8/29/2021,8/31/2021 12:00:00 a. m.,690000,10,55000,819500,AVELLANEDA,FIAT,FIAT SIENA FLP 1.4,2009,"745.000,00",55000,10/19/2021 12:00:00 a. m.
3655,99,4,61700,8/29/2021,9/10/2021 12:00:00 a. m.,454200,20,0,545040,QUILMES,ALFA ROMEO,ALFA ROMEO 146 2.0 TD,1999,"470.000,00",15800,9/29/2021 12:00:00 a. m.
3656,99,4,61748,8/28/2021,9/23/2021 12:00:00 a. m.,935000,20,25000,1152000,BUENOS AIRES,PEUGEOT,PEUGEOT PARTNER 1.6 HDI CONFORT PLC L/10,2011,"1.045.000,00",110000,11/10/2021 12:00:00 a. m.
3657,99,4,61753,8/29/2021,8/31/2021 12:00:00 a. m.,859500,10,0,945450,AVELLANEDA,CITROEN,CITROEN C 3 1.5 I TENDANCE,2014,"945.450,00",85950,9/18/2021 12:00:00 a. m.
3658,99,4,61853,8/28/2021,8/31/2021 12:00:00 a. m.,451000,20,0,541200,AVELLANEDA,VOLKSWAGEN,VW CADDY 1.9 SD,2007,"541.200,00",90200,10/22/2021 12:00:00 a. m.
3659,99,4,61930,8/28/2021,9/2/2021 12:00:00 a. m.,1200000,20,0,1440000,MORON,VOLKSWAGEN,VW GOL 1.6 3 P TREND L/17 TRENDLINE,2017,"1.362.750,00",162750,9/15/2021 12:00:00 a. m.
3660,99,4,61936,8/29/2021,9/14/2021 12:00:00 a. m.,489000,20,60000,658800,AVELLANEDA,CHEVROLET,CHEVROLET CORSA 2 GL 1.8 4PTAS. PACK1,2002,"560.000,00",71000,9/30/2021 12:00:00 a. m.
3661,99,4,61954,8/28/2021,8/31/2021 12:00:00 a. m.,1400000,20,0,1680000,AVELLANEDA,PEUGEOT,PEUGEOT PARTNER PATAGONICA 1.4 L/10,2016,"1.500.000,00",100000,9/22/2021 12:00:00 a. m.
3662,99,4,62090,8/27/2021,9/28/2021 12:00:00 a. m.,715000,20,60000,930000,MORON,CHEVROLET,CHEVROLET MERIVA 1.7 GLS TD,2009,"780.000,00",65000,11/12/2021 12:00:00 a. m.
3663,99,4,62107,8/29/2021,9/2/2021 12:00:00 a. m.,569800,20,0,683760,MORON,RENAULT,RENAULT MEGANE F/2 RXE 4 P. TD (PRIVILEGE),2003,"569.800,00",0,10/15/2021 12:00:00 a. m.
3664,99,4,62111,8/27/2021,10/28/2021 12:00:00 a. m.,875000,20,180000,1266000,MORON,RENAULT,RENAULT SANDERO 1.6 8V AUTHENTIQUE PACK I,2014,"1.055.000,00",180000,12/13/2021 12:00:00 a. m.
3665,99,4,62173,8/29/2021,8/31/2021 12:00:00 a. m.,437800,20,0,525360,MENDOZA,VOLKSWAGEN,VW GOL 1.6 5 PTAS. TRENDLINE,2006,"525.360,00",87560,9/23/2021 12:00:00 a. m.
3666,99,4,62214,8/28/2021,9/1/2021 12:00:00 a. m.,666600,99,50000,716600,AVELLANEDA,CHEVROLET,CHEVROLET CLASSIC 1.4 4 PTAS. LS ABS AB,2015,"716.600,00",50000,10/18/2021 12:00:00 a. m.
3667,99,4,62343,8/27/2021,9/8/2021 12:00:00 a. m.,1053800,20,0,1264560,MARTINEZ,PEUGEOT,PEUGEOT 408 1.6 HDI ALLURE,2011,"1.264.560,00",210760,9/22/2021 12:00:00 a. m.
3668,99,4,62418,8/29/2021,8/31/2021 12:00:00 a. m.,715000,20,32000,896400,AVELLANEDA,CITROEN,CITROEN BERLINGO FURGON 1.9 D FULL,2007,"785.000,00",70000,9/29/2021 12:00:00 a. m.
3669,99,4,62436,8/27/2021,8/31/2021 12:00:00 a. m.,1350000,30,0,1755000,AVELLANEDA,RENAULT,RENAULT SANDERO STEPWAY II 1.6 EXPRESSION,2018,"1.654.000,00",304000,11/11/2021 12:00:00 a. m.
3670,99,4,62454,8/28/2021,9/1/2021 12:00:00 a. m.,1182500,20,0,1419000,BUENOS AIRES,KIA,KIA SORENTO EX 2.5 CRDI 140 HP AT,2007,"1.250.000,00",67500,10/21/2021 12:00:00 a. m.
3671,99,4,62622,8/29/2021,9/6/2021 12:00:00 a. m.,336600,30,0,437580,AVELLANEDA,FORD,FORD COURIER PICK UP D DH,1998,"300.000,00",-36600,10/1/2021 12:00:00 a. m.
3672,99,4,62674,8/29/2021,8/31/2021 12:00:00 a. m.,720500,20,0,864600,CASA MATRIZ,CITROEN,CITROEN C 4 2.0 HDI SX,2010,"846.000,00",125500,9/24/2021 12:00:00 a. m.
3673,99,4,62734,8/27/2021,9/1/2021 12:00:00 a. m.,315700,20,0,378840,MARTINEZ,VOLKSWAGEN,VW GOL GLD 1.6 3 PTAS.,1999,"330.000,00",14300,10/25/2021 12:00:00 a. m.
3674,99,4,62779,8/28/2021,9/13/2021 12:00:00 a. m.,753500,10,0,828850,BUENOS AIRES,CITROEN,CITROEN C 3 1.4 HDI EXCLUSIVE L/N,2009,"753.500,00",0,9/29/2021 12:00:00 a. m.
3675,99,4,62848,8/27/2021,10/14/2021 12:00:00 a. m.,891500,10,40000,1024650,ROSARIO,VOLKSWAGEN,VW GOL 1.6 5 P TREND L/17,2017,"1.024.650,00",133150,10/21/2021 12:00:00 a. m.
3676,99,4,62863,8/28/2021,9/2/2021 12:00:00 a. m.,412500,20,0,495000,MORON,VOLKSWAGEN,VW GOL 1.6 3 P. POWER LN AA DH,2007,"495.000,00",82500,9/21/2021 12:00:00 a. m.
3677,99,4,62990,8/29/2021,8/31/2021 12:00:00 a. m.,1023000,10,60000,1191300,MENDOZA,CHEVROLET,CHEVROLET MONTANA 1.8 LS PACK,2013,"1.150.000,00",127000,10/5/2021 12:00:00 a. m.
3678,99,4,63022,8/25/2021,8/31/2021 12:00:00 a. m.,1567500,20,0,1881000,EXT.CASA MATRIZ,PEUGEOT,PEUGEOT 207 1.6 GTI 5 PTAS,2011,"1.567.500,00",0,10/7/2021 12:00:00 a. m.
3679,99,4,63125,8/28/2021,8/31/2021 12:00:00 a. m.,891000,10,0,980100,BUENOS AIRES,CITROEN,CITROEN BERLINGO FURGON 1.6 HDI FULL,2011,"930.000,00",39000,10/14/2021 12:00:00 a. m.
3680,99,4,63150,8/28/2021,9/2/2021 12:00:00 a. m.,921800,10,30000,1046980,MORON,VOLKSWAGEN,VW SURAN 1.6 TRENDLINE L/10,2013,"1.046.980,00",125180,9/13/2021 12:00:00 a. m.
3681,99,4,63154,8/27/2021,9/7/2021 12:00:00 a. m.,2134000,30,0,2774200,CORDOBA,TOYOTA,TOYOTA HILUX LN 3.0 D/C 4X2 TDI SRV CUE,2009,"2.460.000,00",326000,10/4/2021 12:00:00 a. m.
3682,99,4,63254,8/26/2021,9/14/2021 12:00:00 a. m.,433400,20,90000,628080,MARTINEZ,CHEVROLET,CHEVROLET CORSA WIND 1.6 4 PTAS.,2000,"523.400,00",90000,10/13/2021 12:00:00 a. m.
3683,99,4,63268,8/25/2021,9/3/2021 12:00:00 a. m.,720000,10,0,792000,SAN MARTIN,FORD,FORD ECO SPORT 1.6 XLS,2005,"700.000,00",-20000,9/14/2021 12:00:00 a. m.
3684,99,4,63285,8/29/2021,8/31/2021 12:00:00 a. m.,616000,20,0,739200,AVELLANEDA,PEUGEOT,PEUGEOT 206 X-LINE 1.4 5 PTAS,2008,"706.000,00",90000,9/20/2021 12:00:00 a. m.
3685,99,4,63437,8/27/2021,9/2/2021 12:00:00 a. m.,722700,20,0,867240,CASA MATRIZ,FIAT,FIAT PUNTO 1.4 ELX 5 PTAS.,2009,"805.000,00",82300,10/3/2021 12:00:00 a. m.
3686,99,4,63497,8/30/2021,9/2/2021 12:00:00 a. m.,354200,20,15970,444204,MARTINEZ,CHEVROLET,CHEVROLET CORSA WIND 1.6 3 PTAS.,1998,"400.000,00",45800,10/6/2021 12:00:00 a. m.
3687,99,4,63589,8/30/2021,10/6/2021 12:00:00 a. m.,1639000,30,0,2130700,SAN MARTIN,PEUGEOT,PEUGEOT BOXER 2.8 HDI COMBI 330M CONFORT,2008,"1.760.000,00",121000,10/26/2021 12:00:00 a. m.
3688,99,4,63665,8/28/2021,9/1/2021 12:00:00 a. m.,1259500,20,3000,1515000,MARTINEZ,TOYOTA,TOYOTA HILUX 2.8 C/S 4X2 STD,1999,"1.475.000,00",215500,10/12/2021 12:00:00 a. m.
3689,99,4,63740,8/30/2021,9/1/2021 12:00:00 a. m.,808500,20,0,970200,BUENOS AIRES,CITROEN,CITROEN BERLINGO FURGON 1.9 D FULL,2009,"808.500,00",0,10/28/2021 12:00:00 a. m.
3690,99,4,63861,8/30/2021,9/3/2021 12:00:00 a. m.,1750000,10,0,1925000,MORON,DS,DS DS3 1.6 VTI SO CHIC,2015,"1.800.000,00",50000,9/29/2021 12:00:00 a. m.
3691,99,4,63893,8/30/2021,9/1/2021 12:00:00 a. m.,727400,30,0,945620,MONTE GRANDE,PEUGEOT,PEUGEOT 307 XS 2.0 HDI PREMIUM,2004,"727.400,00",0,10/1/2021 12:00:00 a. m.
3692,99,4,63938,8/30/2021,9/1/2021 12:00:00 a. m.,872300,20,0,1046760,AVELLANEDA,VOLKSWAGEN,VW GOL 1.6 3 P. TREND L/13 PACK 1,2013,"950.000,00",77700,9/28/2021 12:00:00 a. m.
3693,99,4,64094,8/30/2021,9/1/2021 12:00:00 a. m.,2800000,10,0,3080000,EXT.CASA MATRIZ,FORD,FORD RANGER XLT 3.2 TDI DC 4X4 L/12,2013,"3.000.000,00",200000,9/29/2021 12:00:00 a. m.
3694,99,4,64197,8/31/2021,9/14/2021 12:00:00 a. m.,605900,20,60000,799080,CORDOBA,FIAT,FIAT SIENA 1.4 FIRE,2009,"653.000,00",47100,10/14/2021 12:00:00 a. m.
3695,99,4,64208,8/29/2021,9/27/2021 12:00:00 a. m.,870000,20,30000,1080000,MARTINEZ,PEUGEOT,PEUGEOT 207 COMPACT 1.4 5 P. XR /ACTIVE,2013,"943.000,00",73000,11/1/2021 12:00:00 a. m.
3696,99,4,64294,8/30/2021,10/21/2021 12:00:00 a. m.,742500,20,0,891000,AVELLANEDA,FORD,FORD ECO SPORT 1.4 TDCI XLS,2006,"820.000,00",77500,11/23/2021 12:00:00 a. m.
3697,99,4,64354,8/30/2021,9/1/2021 12:00:00 a. m.,800100,30,0,1040130,MARTINEZ,PEUGEOT,PEUGEOT 207 COMPACT 1.4 5 P. XS / ALLURE,2009,"1.000.000,00",199900,11/28/2021 12:00:00 a. m.
3698,99,4,64396,8/30/2021,9/1/2021 12:00:00 a. m.,1040000,20,0,1248000,AVELLANEDA,VOLKSWAGEN,VW GOL 1.6 5 P. TREND L/13 HIGHLINE,2016,"1.200.000,00",160000,9/27/2021 12:00:00 a. m.
3699,99,4,64463,8/27/2021,9/1/2021 12:00:00 a. m.,2600000,20,0,3120000,CASA MATRIZ,MERCEDES BENZ,M.BENZ VITO 111 CDI FURGON V1,2016,"2.999.750,00",399750,11/10/2021 12:00:00 a. m.
3700,99,4,64708,8/28/2021,9/12/2021 12:00:00 a. m.,781000,10,0,859100,ROSARIO,RENAULT,RENAULT CLIO MIO 1.2 5 P CONFORT PLUS,2013,"815.000,00",34000,10/21/2021 12:00:00 a. m.
3701,99,4,64800,8/29/2021,9/21/2021 12:00:00 a. m.,1650000,20,0,1980000,AVELLANEDA,VOLKSWAGEN,VW SURAN 1.6 TRACK,2018,"1.960.000,00",310000,11/10/2021 12:00:00 a. m.
3702,99,4,64845,8/31/2021,9/2/2021 12:00:00 a. m.,2222000,20,419000,3169200,MORON,TOYOTA,TOYOTA HILUX L/12 2.5 DC 4X2 TD DX PACK,2013,"3.000.000,00",778000,10/28/2021 12:00:00 a. m.
3703,99,4,64862,8/30/2021,9/10/2021 12:00:00 a. m.,722700,10,190800,1004850,MORON,CHEVROLET,CHEVROLET CLASSIC 1.4 4 PTAS. LT SPIRIT,2011,"920.000,00",197300,10/14/2021 12:00:00 a. m.
3704,99,4,64881,8/31/2021,9/1/2021 12:00:00 a. m.,3300000,20,0,3960000,CASA MATRIZ,VOLKSWAGEN,VW AMAROK 2.0 TD 4X4 DC TREND. 180 HP,2014,"3.390.000,00",90000,10/18/2021 12:00:00 a. m.
3705,99,4,65018,8/31/2021,10/26/2021 12:00:00 a. m.,828300,20,0,993960,MORON,PEUGEOT,PEUGEOT 407 2.0 SV SPORT HDI TIPTRONIC,2007,"980.000,00",151700,12/9/2021 12:00:00 a. m.
3706,99,4,65080,8/31/2021,9/2/2021 12:00:00 a. m.,901000,20,0,1081200,INTERIOR BS.AS.,CHEVROLET,CHEVROLET AGILE 1.4 LT L/14,2014,"960.000,00",59000,11/28/2021 12:00:00 a. m.
3707,99,4,65109,8/31/2021,9/7/2021 12:00:00 a. m.,915000,99,0,915000,MARTINEZ,PEUGEOT,PEUGEOT 307 XS 1.6 5P. L/N,2011,"915.000,00",0,10/1/2021 12:00:00 a. m.
3708,99,4,65147,8/30/2021,9/2/2021 12:00:00 a. m.,500000,20,0,600000,AVELLANEDA,FORD,FORD FOCUS CLX 1.8 16V 5 PTAS.,2001,"500.000,00",0,10/12/2021 12:00:00 a. m.
3709,99,4,65198,8/25/2021,9/10/2021 12:00:00 a. m.,775500,20,390000,1398600,MORON,CHEVROLET,CHEVROLET MERIVA GL 1.8 AB PLUS,2010,"780.000,00",4500,10/6/2021 12:00:00 a. m.
3710,99,4,65225,8/31/2021,9/14/2021 12:00:00 a. m.,657800,10,71000,801680,QUILMES,FIAT,FIAT SIENA 1.4 FIRE,2013,"801.680,00",143880,12/16/2021 12:00:00 a. m.
3711,99,4,65238,8/31/2021,9/3/2021 12:00:00 a. m.,506000,30,0,657800,AVELLANEDA,PEUGEOT,PEUGEOT 206 XS 1.6 3 PTAS. TC,2004,"600.000,00",94000,9/23/2021 12:00:00 a. m.
3712,99,4,65305,8/31/2021,9/4/2021 12:00:00 a. m.,560000,20,0,672000,AVELLANEDA,FORD,FORD FIESTA 1.6 4 PTAS. AMBIENTE,2005,"600.000,00",40000,9/27/2021 12:00:00 a. m.
3713,99,4,65387,8/31/2021,9/7/2021 12:00:00 a. m.,997700,10,0,1097470,MORON,VOLKSWAGEN,VW SURAN CROSS 1.6 HIGHLINE,2012,"1.000.000,00",2300,12/20/2021 12:00:00 a. m.
3714,99,4,65675,8/30/2021,9/7/2021 12:00:00 a. m.,935000,10,0,1028500,MORON,TOYOTA,TOYOTA COROLLA 1.8 XEI L/08,2009,"1.025.500,00",90500,10/5/2021 12:00:00 a. m.
3715,99,4,65872,8/26/2021,9/2/2021 12:00:00 a. m.,1350000,10,0,1485000,SAN MARTIN,FORD,FORD FOCUS L/16 1.6 4 P S,2016,"1.467.500,00",117500,10/20/2021 12:00:00 a. m.
3716,99,4,66055,8/26/2021,9/2/2021 12:00:00 a. m.,1045000,20,0,1254000,AVELLANEDA,VOLKSWAGEN,VW BORA 1.8 T. HIGHLINE L/07 CU,2008,"1.254.000,00",209000,11/11/2021 12:00:00 a. m.
3717,99,4,66068,8/31/2021,9/20/2021 12:00:00 a. m.,710000,20,550000,1512000,QUILMES,MERCEDES BENZ,M.BENZ L 914/42,1979,"1.512.000,00",802000,11/19/2021 12:00:00 a. m.
3718,99,4,66202,9/1/2021,9/2/2021 12:00:00 a. m.,2470000,20,70000,3048000,AVELLANEDA,CHEVROLET,CHEVROLET TRACKER 1.8 LTZ 4X4 AUT PREM L/17,2018,"3.034.000,00",564000,10/21/2021 12:00:00 a. m.
3719,99,4,66342,9/1/2021,9/2/2021 12:00:00 a. m.,1900000,99,0,1900000,AVELLANEDA,TOYOTA,TOYOTA COROLLA 1.8 XEI PACK CVT L/14,2015,"1.900.000,00",0,9/30/2021 12:00:00 a. m.
3720,99,4,66360,8/29/2021,9/7/2021 12:00:00 a. m.,687500,20,0,825000,MENDOZA,FORD,FORD TRANSIT 2.5 D 120 S,1998,"690.000,00",2500,10/21/2021 12:00:00 a. m.
3721,99,4,66629,9/1/2021,9/20/2021 12:00:00 a. m.,2948000,10,0,3242800,AVELLANEDA,MERCEDES BENZ,M.BENZ VITO 111 CDI FURGON V1,2015,"3.100.000,00",152000,10/5/2021 12:00:00 a. m.
3722,99,4,66716,9/1/2021,9/3/2021 12:00:00 a. m.,1030000,20,4000,1240800,CASA MATRIZ,FORD,FORD F-100 6 CIL ST,1995,"1.240.000,00",210000,9/17/2021 12:00:00 a. m.
3723,99,4,66943,8/30/2021,9/4/2021 12:00:00 a. m.,4000000,20,0,4800000,AVELLANEDA,VOLKSWAGEN,VW 17.220 E III 48,2010,"4.800.000,00",800000,10/25/2021 12:00:00 a. m.
3724,99,4,66950,9/1/2021,9/7/2021 12:00:00 a. m.,1413500,20,0,1696200,RESTO DEL PAIS,FORD,FORD ECO SPORT 1.6 SE L/13,2015,"1.413.500,00",0,9/29/2021 12:00:00 a. m.
3725,99,4,66959,9/1/2021,9/7/2021 12:00:00 a. m.,413000,20,0,495600,SAN MARTIN,PEUGEOT,PEUGEOT 405 M 16 VAL.,1994,"474.000,00",61000,10/15/2021 12:00:00 a. m.
3726,99,4,67000,9/1/2021,10/6/2021 12:00:00 a. m.,720500,10,293788,1115717,AVELLANEDA,CHRYSLER,CHRYSLER PT CRUISER 2.4 CLASSIC,2008,"1.014.288,00",293788,10/28/2021 12:00:00 a. m.
3727,99,4,67187,9/2/2021,9/22/2021 12:00:00 a. m.,669900,20,0,803880,CASA MATRIZ,SUZUKI,SUZUKI FUN 1.0,2006,"690.000,00",20100,10/20/2021 12:00:00 a. m.
3728,99,4,67272,9/1/2021,9/8/2021 12:00:00 a. m.,2585000,20,0,3102000,SAN MARTIN,TOYOTA,TOYOTA HILUX L/12 2.5 DC 4X4 TD DX PACK,2011,"2.587.000,00",2000,10/21/2021 12:00:00 a. m.
3729,99,4,67311,8/31/2021,9/3/2021 12:00:00 a. m.,2964500,20,0,3557400,SAN MARTIN,MERCEDES BENZ,M.BENZ L 710-37,2012,"3.395.000,00",430500,9/29/2021 12:00:00 a. m.
3730,99,4,67506,8/30/2021,9/10/2021 12:00:00 a. m.,704000,20,0,844800,MORON,VOLKSWAGEN,VW FOX 1.6 3 PTAS. COMFORTLINE FA,2009,"780.000,00",76000,10/1/2021 12:00:00 a. m.
3731,99,4,67524,8/31/2021,9/10/2021 12:00:00 a. m.,1000000,10,45000,1149500,MORON,CHEVROLET,CHEVROLET AGILE 1.4 LT L/14,2015,"1.100.000,00",100000,11/26/2021 12:00:00 a. m.
3732,99,4,67542,9/1/2021,9/3/2021 12:00:00 a. m.,1925000,20,95000,2424000,MENDOZA,TOYOTA,TOYOTA HILUX L/12 2.5 SC 4X2 TD DX,2012,"2.424.000,00",499000,11/1/2021 12:00:00 a. m.
3733,99,4,67570,8/30/2021,9/3/2021 12:00:00 a. m.,1416800,20,650000,2480160,BUENOS AIRES,FIAT,FIAT IVECO DAILY 70.12 CHASIS 4180,2006,"2.480.160,00",1063360,11/15/2021 12:00:00 a. m.
3734,99,4,67667,9/1/2021,9/4/2021 12:00:00 a. m.,764500,20,90000,1025400,MENDOZA,FORD,FORD ECO SPORT 1.6 XLS,2004,"880.000,00",115500,10/27/2021 12:00:00 a. m.
3735,99,4,67682,9/1/2021,9/15/2021 12:00:00 a. m.,605000,20,0,726000,CORDOBA,FIAT,FIAT PALIO 1.4 5 P. FIRE L/09,2010,"710.000,00",105000,10/5/2021 12:00:00 a. m.
3736,99,4,67757,9/2/2021,9/6/2021 12:00:00 a. m.,1457500,20,50000,1809000,AVELLANEDA,FORD,FORD ECO SPORT 1.6 SE L/13,2016,"1.560.000,00",102500,9/28/2021 12:00:00 a. m.
3737,99,4,68062,9/2/2021,9/21/2021 12:00:00 a. m.,770000,20,0,924000,ROSARIO,CHEVROLET,CHEVROLET AGILE LS 1.4 5 PTAS.,2010,"850.000,00",80000,11/29/2021 12:00:00 a. m.
3738,99,4,68102,9/2/2021,9/6/2021 12:00:00 a. m.,2007500,10,0,2208250,BUENOS AIRES,PEUGEOT,PEUGEOT 2008 1.6 SPORT THP,2018,"2.208.250,00",200750,10/6/2021 12:00:00 a. m.
3739,99,4,68110,9/2/2021,9/14/2021 12:00:00 a. m.,929500,20,0,1115400,SAN MARTIN,VOLKSWAGEN,VW VENTO 1.9 TDI 105 HP ADVANCE DSG,2006,"1.115.400,00",185900,11/1/2021 12:00:00 a. m.
3740,99,4,68170,9/2/2021,9/13/2021 12:00:00 a. m.,2365000,20,460000,3390000,MORON,VOLKSWAGEN,VW AMAROK 2.0 TD SC STARLINE,2014,"3.000.000,00",635000,9/28/2021 12:00:00 a. m.
3741,99,4,68212,8/22/2021,9/6/2021 12:00:00 a. m.,1111000,20,0,1333200,AVELLANEDA,FORD,FORD RANGER XLT 2.8 TDI C/D,2002,"1.333.200,00",222200,10/15/2021 12:00:00 a. m.
3742,99,4,68331,9/3/2021,9/6/2021 12:00:00 a. m.,663000,20,0,795600,AVELLANEDA,CITROEN,CITROEN BERLINGO MULTISPACE 1.9 D 2PLC FULL,2006,"795.600,00",132600,10/1/2021 12:00:00 a. m.
3743,99,4,68426,9/2/2021,9/6/2021 12:00:00 a. m.,851000,20,80000,1117200,AVELLANEDA,PEUGEOT,PEUGEOT 207 COMPACT 1.6 5 P. XT,2011,"930.000,00",79000,9/17/2021 12:00:00 a. m.
3744,99,4,68458,9/2/2021,9/6/2021 12:00:00 a. m.,511500,20,0,613800,AVELLANEDA,RENAULT,RENAULT KANGOO EXPRESS GENERIQUE 1.9 D,2007,"580.000,00",68500,11/12/2021 12:00:00 a. m.
3745,99,4,68722,9/2/2021,9/7/2021 12:00:00 a. m.,742500,20,0,891000,EXT.CASA MATRIZ,CHEVROLET,CHEVROLET MERIVA GL 1.8,2008,"742.500,00",0,10/4/2021 12:00:00 a. m.
3746,99,4,68873,8/31/2021,9/6/2021 12:00:00 a. m.,812900,20,0,975480,MARTINEZ,PEUGEOT,PEUGEOT 207 COMPACT 1.9 4 P. XS D,2011,"900.000,00",87100,11/18/2021 12:00:00 a. m.
3747,99,4,68974,9/3/2021,9/15/2021 12:00:00 a. m.,775500,20,60000,1002600,SAN MARTIN,PEUGEOT,PEUGEOT 307 XS 1.6 5P. L/N,2008,"882.000,00",106500,10/4/2021 12:00:00 a. m.
3748,99,4,69091,9/1/2021,9/9/2021 12:00:00 a. m.,281600,30,20000,392080,BUENOS AIRES,RENAULT,RENAULT 9 RL AA,1994,"392.080,00",110480,11/23/2021 12:00:00 a. m.
3749,99,4,69217,9/3/2021,9/6/2021 12:00:00 a. m.,394900,20,0,473880,AVELLANEDA,FIAT,FIAT PALIO EX 1.3 16V FIRE 5 PTAS.,2001,"319.000,00",-75900,11/23/2021 12:00:00 a. m.
3750,99,4,69268,9/4/2021,9/6/2021 12:00:00 a. m.,1152800,20,0,1383360,CASA MATRIZ,VOLKSWAGEN,VW GOL 1.6 5 P TREND L/17 TRENDLINE,2017,"1.383.360,00",230560,10/15/2021 12:00:00 a. m.
3751,99,4,69338,9/3/2021,9/6/2021 12:00:00 a. m.,1281500,20,0,1537800,BUENOS AIRES,RENAULT,RENAULT SANDERO II 1.6 8V EXPRESSION,2018,"1.350.000,00",68500,10/20/2021 12:00:00 a. m.
3752,99,4,69366,9/4/2021,9/6/2021 12:00:00 a. m.,797500,20,0,957000,AVELLANEDA,RENAULT,RENAULT CLIO MIO 1.2 5 P CONFORT,2015,"900.000,00",102500,11/4/2021 12:00:00 a. m.
3753,99,4,69393,9/5/2021,10/5/2021 12:00:00 a. m.,180000,20,220000,480000,QUILMES,FORD,FORD F-100 - 93,1985,"420.000,00",240000,10/26/2021 12:00:00 a. m.
3754,99,4,69454,9/4/2021,9/7/2021 12:00:00 a. m.,334400,20,0,401280,MENDOZA,RENAULT,RENAULT 9 RL,1996,"361.333,00",26933,10/7/2021 12:00:00 a. m.
3755,99,4,69464,9/5/2021,9/7/2021 12:00:00 a. m.,416900,20,0,500280,CASA MATRIZ,CHEVROLET,CHEVROLET CORSA GL 1.7 D 4P. A/A,1998,"430.000,00",13100,11/8/2021 12:00:00 a. m.
3756,99,4,69480,9/3/2021,9/7/2021 12:00:00 a. m.,819500,20,0,983400,MARTINEZ,RENAULT,RENAULT CLIO MIO 1.2 5 P CONFORT PLUS,2013,"869.000,00",49500,10/1/2021 12:00:00 a. m.
3757,99,4,69540,9/4/2021,9/10/2021 12:00:00 a. m.,1290000,20,0,1548000,CORDOBA,VOLKSWAGEN,VW FOX 1.6 5 P TRENDLINE L/15,2015,"1.300.000,00",10000,10/8/2021 12:00:00 a. m.
3758,99,4,69606,9/5/2021,9/8/2021 12:00:00 a. m.,1485000,20,0,1782000,MENDOZA,TOYOTA,TOYOTA HILUX L/N 2.5 S/CAB 4X2 TD DX,2007,"1.782.000,00",297000,10/14/2021 12:00:00 a. m.
3759,99,4,69872,9/1/2021,9/14/2021 12:00:00 a. m.,2360000,20,0,2832000,LOMAS DE ZAMORA,VOLKSWAGEN,VW AMAROK 2.0 TD 4X2 DC STARLINE 140 HP,2013,"2.600.000,00",240000,10/5/2021 12:00:00 a. m.
3760,99,4,69885,9/1/2021,10/12/2021 12:00:00 a. m.,1815000,20,0,2178000,MARTINEZ,VOLKSWAGEN,VW GOLF VII 1.6 TRENDLINE,2016,"2.178.000,00",363000,10/28/2021 12:00:00 a. m.
3761,99,4,69904,9/6/2021,,821700,20,0,986040,BUENOS AIRES,PEUGEOT,PEUGEOT 207 COMPACT 1.4 5 P. XS / ALLURE,2010,"800.000,00",-21700,10/20/2021 12:00:00 a. m.
